NODE1,LONG1,LAT1,COUNTRY1,DETAIL,DATASTATUS,NODEID1,DATAID
loc06-tmc050521,26.6856,40.3442,TR,?Lapseki,exact,2522,tmcTRm1200a_007a
loc07-tmc050521,27.2422,40.2281,TR,?Biga,exact,2592,tmcTRm1200a_009a
loc08-tmc050521,27.9767,40.3522,TR,?Bandirma,exact,2593,tmcTRm1200a_010a
loc09-tmc050521,29.1567,40.4331,TR,?Gemlik,exact,2561,tmcTRm1200a_011a
loc10-tmc050521,29.3089,40.4892,TR,?Orhangazi ,exact,2599,tmcTRm1200a_012a
loc11-tmc050521,29.2847,40.6536,TR,?Yalova,exact,2562,tmcTRm1200a_012a
loc12-tmc050521,29.615,40.6892,TR,?Karamursel,exact,2596,tmcTRm1200a_013a
loc13-tmc050521,29.8286,40.7167,TR,?Golcuk,exact,2602,tmcTRm1200a_014a
loc14-tmc050521,29.7211,40.4286,TR,?Iznik ,exact,2552,tmcTRm1200a_016a
loc15-tmc050521,29.5608,40.4819,TR,?Boyalica,exact,2594,tmcTRm1200a_016a
loc16-tmc050521,29.4306,40.7978,TR,?Gebze,exact,2149,tmcTRm1200a_018a
loc17-tmc050521,31.9558,41.2192,TR,?Devrek,exact,2606,tmcTRm1200a_025a
loc18-tmc050521,32.6942,41.2508,TR,?Safranbolu,exact,2034,tmcTRm1200a_027a
loc19-tmc050521,34.2147,41.5139,TR,?Taskopru,exact,2607,tmcTRm1200a_028a
loc20-tmc050521,34.4667,41.6333,TR,?Hanonu,exact,2608,tmcTRm1200a_030a
loc21-tmc050521,35.9167,40.5667,TR,?Mahmatlar,exact,2611,tmcTRm1200a_035a
loc22-tmc050521,36.1392,40.5697,TR,?Aydinca,exact,2194,tmcTRm1200a_037a
loc23-tmc050521,36.0811,40.3875,TR,?Turhal,exact,2232,tmcTRm1200a_038a
loc24-tmc050521,32.6506,40.4697,TR,?Kizilcahamam,exact,2612,tmcTRm1200a_041a
loc25-tmc050521,33.5419,38.9444,TR,?Sereflikochisar,exact,2615,tmcTRm1200a_045a
loc26-tmc050521,31.7261,37.6764,TR,?Beysehir,exact,2041,tmcTRm1200a_049a
loc27-tmc050521,31.5864,37.5817,TR,?Ustunler,exact,2617,tmcTRm1200a_050a
loc28-tmc050521,31.4431,36.7867,TR,?Manavgat,exact,2079,tmcTRm1200a_052a
loc29-tmc050521,30.8492,37.8694,TR,?Egirdir,exact,2123,tmcTRm1200a_056a
loc30-tmc050521,31.0153,38.1208,TR,?Gelendost,exact,2623,tmcTRm1200a_058a
loc31-tmc050521,31.2136,38.1844,TR,?Cetince,exact,2624,tmcTRm1200a_058a
loc32-tmc050521,31.3664,38.0794,TR,?Sarkikaraagac,exact,2616,tmcTRm1200a_060a
loc33-tmc050521,31.4667,37.9833,TR,?Yassibel,exact,2625,tmcTRm1200a_061a
loc34-tmc050521,31.5958,37.9519,TR,?Huyuk,exact,2626,tmcTRm1200a_062a
loc35-tmc050521,30.1694,38.0653,TR,?Dinar,exact,2627,tmcTRm1200a_064a
loc36-tmc050521,28.5203,38.3508,TR,?Alasehir,exact,2630,tmcTRm1200a_068a
loc37-tmc050521,27.7058,38.5008,TR,?Turgutlu,exact,2633,tmcTRm1200a_070a
loc38-tmc050521,26.9742,38.7994,TR,?Aliaga,exact,2631,tmcTRm1200a_072a
loc39-tmc050521,27.167,39.133,TR,?Bergama,exact,32,tmcTRm1200a_074a
loc40-tmc050521,27.0244,39.5961,TR,?Edremit,exact,2634,tmcTRm1200a_075a
loc41-tmc050521,26.4047,39.6011,TR,?Ayvacik,exact,2632,tmcTRm1200a_076a
loc42-tmc050521,26.3325,39.79,TR,?Ezine,exact,2635,tmcTRm1200a_077a
loc43-tmc050521,27.3747,37.9517,TR,?Selcuk,exact,2604,tmcTRm1200a_078a
loc44-tmc050521,27.4103,37.7508,TR,?Soke,exact,2636,tmcTRm1200a_080a
loc45-tmc050521,27.3,37.5,TR,?Yenikoy,exact,2692,tmcTRm1200a_081a
loc46-tmc050521,27.7839,37.3164,TR,?Milas,exact,2620,tmcTRm1200a_082a
loc47-tmc050521,29.1164,36.6217,TR,?Fethiye,exact,2637,tmcTRm1200a_083a
loc48-tmc050521,29.6392,36.2006,TR,?Kas,exact,2638,tmcTRm1200a_085a
loc49-tmc050521,30.2869,36.3703,TR,?Kumluca,exact,2639,tmcTRm1200a_086a
loc50-tmc050521,33.4375,36.6464,TR,?Mut,exact,2640,tmcTRm1200a_089a
loc51-tmc050521,34.5,37.55,TR,?Ulukisla,exact,2643,tmcTRm1200a_094a
loc52-tmc050521,34.8717,37.4278,TR,?Pozanti,exact,2644,tmcTRm1200a_096a
loc53-tmc050521,34.833332,37.283333,TR,?Gulek Bogazi,exact,235,tmcTRm1200a_097a
loc54-tmc050521,35.05,36.9833,TR,?Yenice (2),exact,2646,tmcTRm1200a_098a
loc55-tmc050521,35.75,36.816666,TR,?Yumurtalik,exact,716,tmcTRm1200a_100a
loc56-tmc050521,36.2022,36.9539,TR,?Erzin,exact,2523,tmcTRm1200a_103a
loc57-tmc050521,36.2006,36.7489,TR,?Yakacik,exact,2148,tmcTRm1200a_104a
loc58-tmc050521,36.165,36.5817,TR,?Iskendrun,exact,2504,tmcTRm1200a_105a
loc59-tmc050521,37.166668,36.200001,SY,?Aleppo,exact,231,tmcTRm1200a_106a
loc60-tmc050521,37.115,36.7161,TR,?Kilis,exact,2648,tmcTRm1200a_109a
loc61-tmc050521,37.966667,37.033333,TR,?Birecik,exact,243,tmcTRm1200a_112a
loc62-tmc050521,36.4939,38.0208,TR,?Goksun,exact,2650,tmcTRm1200a_114a
loc63-tmc050521,36.3911,38.7217,TR,?Pinarbasi,exact,2694,tmcTRm1200a_116a
loc64-tmc050521,38.75,40,TR,?Damlaca,exact,2655,tmcTRm1200a_122a
loc65-tmc050521,37.3875,39.2381,TR,?Kangal,exact,2651,tmcTRm1200a_126a
loc66-tmc050521,37.0403,39.4439,TR,?Ulas,exact,2645,tmcTRm1200a_128a
loc67-tmc050521,37.3167,37.5167,TR,?Pazarcik,exact,2652,tmcTRm1200a_132a
loc68-tmc050521,39.0167,35.95,SY,?Ar Raqqah,exact,2388,tmcTRm1200a_139a
loc69-tmc050521,41.183,37.083,TR,?Nusaybin,exact,112,tmcTRm1200a_137a
loc70-tmc050521,41.34,37.4239,TR,?Midyat,exact,2658,tmcTRm1200a_141a
loc71-tmc050521,41.2342,38.1208,TR,?Karpuzlu,exact,2660,tmcTRm1200a_142a
loc72-tmc050521,41.7803,38.1653,TR,?Baykan,exact,2661,tmcTRm1200a_160a
loc73-tmc050521,43.1028,38.2956,TR,?Gevas,approx,2664,tmcTRm1200a_146a
loc74-tmc050521,42.4939,38.7553,TR,?Ahlat,approx,2663,tmcTRm1200a_152a
loc75-tmc050521,43.7333,38.8833,TR,?Ulusar,approx,2669,tmcTRm1200a_153a
loc76-tmc050521,43.3431,38.7683,TR,?Sahgeldi,approx,2670,tmcTRm1200a_155a
loc77-tmc050521,43.6528,38.6536,TR,?Ercek,approx,2666,tmcTRm1200a_156a
loc78-tmc050521,43.9914,38.6564,TR,?Ozalp,approx,2671,tmcTRm1200a_158a
loc79-tmc050521,44.2936,38.4925,TR,?Kapikoy,approx,2672,tmcTRm1200a_159a
loc80-tmc050521,42.8675,39.2347,TR,?Patnos,approx,2673,tmcTRm1200a_162a
loc81-tmc050521,42.5378,39.1489,TR,?Malazgirt,approx,2676,tmcTRm1200a_163a
loc82-tmc050521,41.7022,39.3583,TR,?Hinis,approx,2677,tmcTRm1200a_164a
loc83-tmc050521,40.2631,39.7486,TR,?Mercan,exact,2241,tmcTRm1200a_168a
loc84-tmc050521,40.1833,39.5667,TR,?Ucdam,exact,2680,tmcTRm1200a_169a
loc85-tmc050521,39.2919,40.5572,TR,?Torul,exact,2682,tmcTRm1200a_172a
loc86-tmc050521,40.8842,41.1792,TR,?Pazar(2),exact,2674,tmcTRm1200a_175a
loc87-tmc050521,41.633,41.633,TR,?Bat'umi,exact,657,tmcTRm1200a_176a
loc88-tmc050521,41.683,42.183,GE,?Poti,exact,855,tmcTRm1200a_177a
loc89-tmc050521,43.0514,39.7194,TR,?Agri,exact,2684,tmcTRm1200a_180a
loc90-tmc050521,44.0842,39.5469,TR,?Dogubayazit,exact,239,tmcTRm1200a_181a
loc91-tmc050521,44.5586,39.2867,IR,?Maku,exact,2691,tmcTRm1200a_182a
loc92-tmc050521,42.7667,40.05,TR,?Cayarasi,exact,2687,tmcTRm1200a_185a
loc93-tmc050521,43.1353,40.1581,TR,?Kagizman,exact,2688,tmcTRm1200a_186a
loc94-tmc050521,42.5731,40.3381,TR,?Sarikamis,exact,2689,tmcTRm1200a_188a
loc95-tmc050521,43.8475,40.7894,AM,?Gyumri,exact,2690,tmcTRm1200a_189a
loc96-tmc050521,36.4075,39.3544,TR,?Sarkisla,exact,2206,tmcTRm1200a_118a
Malatya,38.3833,38.4333,TR,nkn,exact,683,tmcTRm1200a_129a
Manisa,27.4261,38.6131,TR,nkn,exact,2036,tmcTRm1200a_071a
Mardin,40.7428,37.3111,TR,nkn,exact,2343,tmcTRm1200a_136a
Mugla,28.3639,37.2164,TR,nkn,exact,2619,tmcTRm1200a_083a
Mus,41.4969,38.7486,TR,nkn,exact,2667,tmcTRm1200a_149a
Nevsehir,34.7122,38.625,TR,nkn,exact,2025,tmcTRm1200a_092a
Nigde,34.6825,37.9692,TR,nkn,exact,2158,tmcTRm1200a_092a
Rize,40.5219,41.0208,TR,nkn,exact,2436,tmcTRm1200a_174a
Sakarya,30.4033,40.7806,TR,nkn,exact,2553,tmcTRm1200a_020a
Samsun,36.33,41.2867,TR,nkn,exact,2610,tmcTRm1200a_033a
Sanliurfa,38.766666,37.133331,TR,nkn,exact,172,tmcTRm1200a_138a
Silifke,33.9344,36.3778,TR,nkn,exact,2641,tmcTRm1200a_089a
Sinop,35.150002,42.016666,TR,nkn,exact,715,tmcTRm1200a_031a
Sivas,37.033333,39.75,TR,nkn,exact,717,tmcTRm1200a_128a
Tebriz,46.291943,38.080002,IR,nkn,exact,240,tmcTRm1200a_159a
Tokat,36.5544,40.3139,TR,nkn,exact,2215,tmcTRm1200a_119a
Trabzon,39.716667,41,TR,nkn,exact,168,tmcTRm1200a_174a
Van,43.38,38.4942,TR,nkn,exact,2557,tmcTRm1200a_147a
xrd01-tmc050521,38.1033,39.3669,TR,?Divrigi,exact,2654,tmcTRm1200a_124a
Yerevan,44.5,40.183334,TR,nkn,exact,582,tmcTRm1200a_191a
