"NODE1","COUNTRY1","NODE2","COUNTRY2","DETAIL","USES","TYPE","ROLE","GOODS1","GOODS2","GOODS3","DIR","DIST","TRAVMODE","TRAVTIME","EARLYDATE","LATEDATE","DATAQLTY","SRC","LONG1","LAT1","COORDSRC1","LONG2","LAT2","COORDSRC2","NODEID1","NODEID2","PROBL","DATAID"
"loc01-tmc051117","ES","loc02-tmc051117","ES","?Pamplona;?Sahagun","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-1.633333","42.816666","ADL3852600","-5.033333","42.366669","ADL3857353","1510","371","P000","tmcZWEm1300a_011a"
"loc02-tmc051117","ES","loc79-tmc051117 ","ES","?Sahagun;?Canaveral","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-5.033333","42.366669","ADL3857353","-6.3833","39.7833","www.fallingrain.com","371","3062","P000","tmcZWEm1300a_012a"
"loc79-tmc051117","ES","frk03-tmc051117","ES","?Canaveral;?Caceres","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-6.3833","39.7833","www.fallingrain.com","-6.366667","39.483334","ADL3831990","3062","291","P000","tmcZWEm1300a_013a"
"frk03-tmc051117","ES","frk04-tmc051117","ES","?Caceres;?Sevilla","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-6.366667","39.483334","ADL3831990","-5.986944","37.37722","ADL3860214","291","289","P000","tmcZWEm1300a_014a"
"frk04-tmc051117","ES","loc03-tmc051117","ES","?Sevilla;?Malaga","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-5.986944","37.37722","ADL3860214","-4.4167","36.7167","www.fallingrain.com","289","2710","P000","tmcZWEm1300a_015a"
"frk03-tmc051117","ES","loc89-tmc051117 ","PT","?Caceres;?Castelo de Vide","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-6.366667","39.483334","ADL3831990","-7.45","39.4167","www.fallingrain.com","291","3092","P000","tmcZWEm1300a_016a"
"loc89-tmc051117 ","ES","loc90-tmc051117 ","PT","?Castelo de Vide;?Abrantes","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-7.45","39.4167","www.fallingrain.com","-8.2","39.4667","www.fallingrain.com","3092","3091","P000","tmcZWEm1300a_017a"
"loc90-tmc051117 ","ES","loc04-tmc051117","PT","?Abrantes;?Lisbon","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-8.2","39.4667","www.fallingrain.com","-9.1333","38.7167","www.fallingrain.com","3091","2705","P000","tmcZWEm1300a_018a"
"frk04-tmc051117","ES","frk05-tmc051117","ES","?Sevilla;?Granada","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-5.986944","37.37722","ADL3860214","-3.6","37.1833","www.fallingrain.com","289","1272","P000","tmcZWEm1300a_019a"
"frk05-tmc051117","ES","loc05-tmc051117","ES","?Granada;?Almeria","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-3.6","37.1833","www.fallingrain.com","-2.45","36.8333","www.fallingrain.com","1272","2756","P000","tmcZWEm1300a_020a"
"frk05-tmc051117","ES","loc06-tmc051117","ES","?Granada;?Bailen","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-3.6","37.1833","www.fallingrain.com","-3.7667","38.1","www.fallingrain.com","1272","3063","P000","tmcZWEm1300a_021a"
"loc06-tmc051117","ES","loc07-tmc051117","ES","?Bailen;?Madrid","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-3.7667","38.1","www.fallingrain.com","-3.6833","40.4","www.fallingrain.com","3063","3064","P000","tmcZWEm1300a_022a"
"loc07-tmc051117","ES","loc08-tmc051117","ES","?Madrid;?Calatayud","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-3.6833","40.4","www.fallingrain.com","-1.6333","41.35","www.fallingrain.com","3064","2753","P000","tmcZWEm1300a_023a"
"loc08-tmc051117","ES","loc09-tmc051117","ES","?Calatayud;?Saragossa","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-1.6333","41.35","www.fallingrain.com","-.883333","41.633331","ADL3866520","2753","775","P000","tmcZWEm1300a_024a"
"loc09-tmc051117","ES","loc10-tmc051117","ES","?Saragossa;?Lerida","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","-.883333","41.633331","ADL3866520",".616667","41.616669","ADL3846346","775","867","P000","tmcZWEm1300a_025a"
"loc10-tmc051117","ES","Barcelona","ES","?Lerida","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225",".616667","41.616669","ADL3846346","2.183333","41.383331","ADL3829611","867","389","P000","tmcZWEm1300a_026a"
"Barcelona","ES","loc11-tmc051117","FR","?Perpignan","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","2.183333","41.383331","ADL3829611","2.8833","42.6833","www.fallingrain.com","389","2711","P000","tmcZWEm1300a_027a"
"loc11-tmc051117","FR","frk06-tmc051117 ","FR","?Perpignan;?Narbonne","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","2.8833","42.6833","www.fallingrain.com","3","43.183","TGN","2711","109","P000","tmcZWEm1300a_028a"
"frk06-tmc051117 ","FR","loc12-tmc051117 ","FR","?Narbonne;?Toulouse","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","3","43.183","TGN","1.433333","43.599998","ADL2040676","109","474","P000","tmcZWEm1300a_029a"
"loc12-tmc051117 ","FR","Limoges","FR","?Toulouse","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","1.433333","43.599998","ADL2040676","1.25","45.849998","ADL2014104","474","433","P000","tmcZWEm1300a_030a"
"Limoges","FR","frk01-tmc051117 ","FR","?Poitiers","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","1.25","45.849998","ADL2014104",".333333","46.583332","ADL2026176","433","449","P000","tmcZWEm1300a_031a"
"frk06-tmc051117 ","FR","Montpellier","FR","?Narbonne","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","3","43.183","TGN","3.883333","43.599998","ADL2020325","109","439","P000","tmcZWEm1300a_032a"
"Montpellier","FR","Avignon","FR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","3.883333","43.599998","ADL2020325","4.816667","43.950001","ADL1975447","439","404","P000","tmcZWEm1300a_033a"
"Avignon","FR","loc13-tmc051117","FR","?Lyon","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","4.816667","43.950001","ADL1975447","4.85","45.75","ADL2015434","404","434","P000","tmcZWEm1300a_034a"
"loc13-tmc051117","FR","frk07-tmc051117","FR","?Lyon;?Dijon","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","4.85","45.75","ADL2015434","5.016667","47.316666","ADL1990123","434","1517","P000","tmcZWEm1300a_035a"
"frk07-tmc051117","FR","Paris","FR","?Dijon","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","5.016667","47.316666","ADL1990123","2.333333","48.866669","ADL2024067","1517","444","P000","tmcZWEm1300a_036a"
"Avignon","FR","Marseilles","FR","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","4.816667","43.950001","ADL1975447","5.4","43.299999","ADL2016946","404","97","P000","tmcZWEm1300a_037a"
"Marseilles","FR","loc85-tmc051117","FR","?Tallard","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","5.4","43.299999","ADL2016946","6.05","44.4667","www.fallingrain.com","97","2748","P000","tmcZWEm1300a_038a"
"loc85-tmc051117","FR","loc86-tmc051117","FR","?Tallard;?Montgenevre Pass","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","6.05","44.4667","www.fallingrain.com","6.733333","44.933334","ADL2019968","2748","311","P000","tmcZWEm1300a_039a"
"loc86-tmc051117","IT","loc87-tmc051117","IT","?Montgenevre Pass;?Torino","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","6.733333","44.933334","ADL2019968","7.6667","45.05","www.fallingrain.com","311","2728","P000","tmcZWEm1300a_040a"
"loc87-tmc051117","IT","Milan","IT","?Torino","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","7.6667","45.05","www.fallingrain.com","9.2","45.467","TGN7005903","2728","927","P000","tmcZWEm1300a_041a"
"Milan","IT","loc14-tmc051117","IT","?Aosta","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","9.2","45.467","TGN7005903","7.333333","45.733334","ADL2496390","927","307","P000","tmcZWEm1300a_042a"
"loc14-tmc051117","IT","loc15-tmc051117","CH","?Aosta;?Lausanne","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","7.333333","45.733334","ADL2496390","6.6667","46.5333","www.fallingrain.com","307","2699","P000","tmcZWEm1300a_043a"
"loc15-tmc051117","CH","loc80-tmc051117","FR","?Lausanne;?Jougne","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","6.6667","46.5333","www.fallingrain.com","6.4","46.7667","www.fallingrain.com","2699","2731","P000","tmcZWEm1300a_044a"
"loc80-tmc051117","FR","frk07-tmc051117","FR","?Jougne;?Dijon","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","6.4","46.7667","www.fallingrain.com","5.016667","47.316666","ADL1990123","2731","1517","P000","tmcZWEm1300a_045a"
"Milan","IT","loc16-tmc051117","IT","?Piacenza","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","9.2","45.467","TGN7005903","9.6667","45.0167","www.fallingrain.com","927","2725","P000","tmcZWEm1300a_046a"
"loc16-tmc051117","IT","Genoa","IT","?Piacenza","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","9.6667","45.0167","www.fallingrain.com","8.95","44.4167","www.fallingrain.com","2725","2718","P000","tmcZWEm1300a_047a"
"Milan","IT","loc81-tmc051117","CH","?Basel","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","9.2","45.467","TGN7005903","7.6","47.566666","ADL3988919","927","406","P000","tmcZWEm1300a_048a"
"loc81-tmc051117","CH","xrd01-tmc051117","FR","?Basel;?Strasbourg","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","7.6","47.566666","ADL3988919","7.75","48.5833","www.fallingrain.com","406","2791","P000","tmcZWEm1300a_049a"
"xrd01-tmc051117","FR","loc20-tmc051117","FR","?Strasbourg;?Metz","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","7.75","48.5833","www.fallingrain.com","6.166667","49.133331","ADL2018285","2791","435","P000","tmcZWEm1300a_050a"
"loc20-tmc051117","FR","Paris","FR","?Metz","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","6.166667","49.133331","ADL2018285","2.333333","48.866669","ADL2024067","435","444","P000","tmcZWEm1300a_051a"
"xrd01-tmc051117 ","FR","loc17-tmc051117","DE","?Strasbourg;?Mainz","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","7.75","48.5833","www.fallingrain.com","8.25","50","ADL2169521","2791","562","P000","tmcZWEm1300a_052a"
"loc17-tmc051117","De","Cologne","DE","?Mainz","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","8.25","50","ADL2169521","6.95","50.933334","ADL2157469","562","411","P000","tmcZWEm1300a_053a"
"Cologne","DE","loc18-tmc051117","NL","?Nijmegen","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","6.95","50.933334","ADL2157469","5.8667","51.8333","www.fallingrain.com","411","2829","P000","tmcZWEm1300a_054a"
"loc18-tmc051117","NL","loc19-tmc051117","NL","?Nijmegen;?Dordrecht","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","5.8667","51.8333","www.fallingrain.com","4.6667","51.8","www.fallingrain.com","2829","3129","P000","tmcZWEm1300a_055a"
"xrd01-tmc051117","FR","Augsburg","DE","?Strasbourg","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","7.75","48.5833","www.fallingrain.com","10.8833","48.3667","www.fallingrain.com","2791","2795","P000","tmcZWEm1300a_056a"
"Augsburg","DE","loc82-tmc051117 ","AT","?Innsbruck","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","10.8833","48.3667","www.fallingrain.com","11.4","47.2667","www.fallingrain.com","2795","2822","P000","tmcZWEm1300a_057a"
"loc82-tmc051117","AT","Venice","IT","?Innsbruck","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","11.4","47.2667","www.fallingrain.com","12.326667","45.43861","ADL 2520567","2822","323","P000","tmcZWEm1300a_058a"
"Venice","IT","Bologna","IT","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","12.326667","45.43861","ADL 2520567","11.3333","44.4833","www.fallingrain.com","323","2713","P000","tmcZWEm1300a_059a"
"Bologna","IT","Florence","IT","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","11.3333","44.4833","www.fallingrain.com","11.25","43.7667","www.fallingrain.com","2713","2716","P000","tmcZWEm1300a_060a"
"Florence","IT","Siena","IT","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","11.25","43.7667","www.fallingrain.com","11.35","43.3167","www.fallingrain.com","2716","2727","P000","tmcZWEm1300a_061a"
"Siena","IT","Rome","IT","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","11.35","43.3167","www.fallingrain.com","12.483333","41.900002","ADL2514615","2727","1441","P000","tmcZWEm1300a_062a"
"Hamburg","DE","Brunswick","DE","nkn","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","10","53.55","www.fallingrain.com","10.5333","52.2667","www.fallingrain.com","2800","2797","P000","tmcZWEm1300a_063a"
"Brunswick","DE","loc83-tmc051117","DE","?Erfurt","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","10.5333","52.2667","www.fallingrain.com","11.033333","50.983334","ADL2114604","2797","1442","P000","tmcZWEm1300a_064a"
"loc83-tmc051117","DE","loc84-tmc051117","DE","?Erfurt;?Nurnberg","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","11.033333","50.983334","ADL2114604","11.083333","49.450001","ADL2182159","1442","1448","P000","tmcZWEm1300a_065a"
"loc84-tmc051117","DE","Augsburg","DE","?Nurnberg","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","11.083333","49.450001","ADL2182159","10.8833","48.3667","www.fallingrain.com","1448","2795","P000","tmcZWEm1300a_066a"
"Venice","IT","frk08-tmc051117","AT","?Wien","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","12.326667","45.43861","ADL 2520567","16.366667","48.200001","ADL1234868","323","1476","P000","tmcZWEm1300a_067a"
"frk08-tmc051117","AT","Cracow","PL","?Wien","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","16.366667","48.200001","ADL1234868","19.916668","50.083332","ADL3285585","1476","343","P000","tmcZWEm1300a_068a"
"Cracow","PL","frk09-tmc051117","UA","?Lvov","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","19.916668","50.083332","ADL3285585","24","49.833332","ADL4193862","343","557","P000","tmcZWEm1300a_069a"
"frk09-tmc051117","UA","Kiev","UA","?Lvov","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","24","49.833332","ADL4193862","30.516666","50.433334","ADL4193851","557","335","P000","tmcZWEm1300a_070a"
"Kiev","UA","loc21-tmc051117","UA","?Cherkasy; along the river Dniepr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","30.516666","50.433334","ADL4193851","32.0667","49.4333","www.fallingrain.com","335","3085","P000","tmcZWEm1300a_071a"
"loc21-tmc051117","UA","loc22-tmc051117","UA","?Cherkasy;?Kremenchuk; along the river Dniepr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","32.0667","49.4333","www.fallingrain.com","33.4167","49.0667","www.fallingrain.com","3085","3086","P000","tmcZWEm1300a_072a"
"loc22-tmc051117","UA","loc23-tmc051117","UA","?Kremenchuk;?Dnipropetrovs'k; along the river Dniepr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","33.4167","49.0667","www.fallingrain.com","34.9833","48.45","www.fallingrain.com","3086","3087","P000","tmcZWEm1300a_073a"
"loc23-tmc051117","UA","loc24-tmc051117","UA","?Dnipropetrovs'k;?Zaporizhzhya; along the river Dniepr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","34.9833","48.45","www.fallingrain.com","35.1833","47.8167","www.fallingrain.com","3087","3088","P000","tmcZWEm1300a_074a"
"loc24-tmc051117","UA","loc25-tmc051117","UA","?Zaporizhzhya;?Nikipol; along the river Dniepr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","35.1833","47.8167","www.fallingrain.com","34.4","47.5667","www.fallingrain.com","3088","3089","P000","tmcZWEm1300a_075a"
"loc25-tmc051117","UA","loc26-tmc051117","UA","?Nikipol;?Kherson; along the river Dniepr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","34.4","47.5667","www.fallingrain.com","32.599998","46.633331"," ADL4190560","3089","560","P000","tmcZWEm1300a_076a"
"loc26-tmc051117","UA","loc27-tmc051117","UA","?Kherson;?Belgorod","trd","cl","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","32.599998","46.633331"," ADL4190560","30.35","46.200001","ADL4184271","560","684","P000","tmcZWEm1300a_077a"
"loc27-tmc051117","UA","loc28-tmc051117","MD","?Belgorod;?Tiraspol; along the river Dniestr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","30.35","46.200001","ADL4184271","29.6433","46.8403","www.fallingrain.com","684","3070","P000","tmcZWEm1300a_078a"
"loc28-tmc051117","MD","loc29-tmc051117","MD","?Tiraspol;?Ribnita; along the river Dniestr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","29.6433","46.8403","www.fallingrain.com","29.0111","47.7664","www.fallingrain.com","3070","3071","P000","tmcZWEm1300a_079a"
"loc29-tmc051117","MD","loc30-tmc051117","UA","?Ribnita;?Mogilev Podolskyy; along the river Dniestr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","29.0111","47.7664","www.fallingrain.com","27.8","48.45","www.fallingrain.com","3071","3072","P000","tmcZWEm1300a_080a"
"loc30-tmc051117","UA","loc31-tmc051117","UA","?Mogilev Podolskyy;?Khotin; along the river Dniestr","trd","rv","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","27.8","48.45","www.fallingrain.com","26.5","48.483334","ADL4190786","3072","1317","P000","tmcZWEm1300a_081a"
"loc31-tmc051117","UA","loc32-tmc051117","UA","?Khotin;?Halicz","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","26.5","48.483334","ADL4190786","24.733334","49.116669","ADL4187705","1317","614","P000","tmcZWEm1300a_082a"
"loc32-tmc051117","UA","frk09-tmc051117","UA","?Halicz;?Lvov","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","24.733334","49.116669","ADL4187705","24","49.833332","ADL4193862","614","557","P000","tmcZWEm1300a_083a"
"loc27-tmc051117","UA","loc33-tmc051117","RO","?Belgorod;?Poarta Alba","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","30.35","46.200001","ADL4184271","28.4","44.2167","www.fallingrain.com","684","2468","P000","tmcZWEm1300a_084a"
"loc33-tmc051117","RO","loc34-tmc051117","BG","?Poarta Alba;?Aytos","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","28.4","44.2167","www.fallingrain.com","27.25","42.7","www.fallingrain.com","2468","2465","P000","tmcZWEm1300a_085a"
"loc34-tmc051117","BG","loc35-tmc051117","TR","?Aytos;?Kirklareli","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","27.25","42.7","www.fallingrain.com","27.2247","41.7317","www.fallingrain.com","2465","3090","P000","tmcZWEm1300a_086a"
"loc35-tmc051117","TR","Constantinople","TR","?Kirklareli","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","27.2247","41.7317","www.fallingrain.com","28.966667","41.016666","ADL4087473","3090","71","P000","tmcZWEm1300a_087a"
"Constantinople","TR","frk10-tmc051117","TR","?Edirne","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","28.966667","41.016666","ADL4087473","26.566668","41.666668","ADL4079837","71","900","P000","tmcZWEm1300a_088a"
"frk10-tmc051117","TR","loc36-tmc051117","BG","?Edirne;?Shipka Pass","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","26.566668","41.666668","ADL4079837","25.55","42.766666","Milner-Gulland","900","689","P000","tmcZWEm1300a_089a"
"loc36-tmc051117","BG","loc37-tmc051117","BG","?Shipka Pass;?Pleven","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","25.55","42.766666","Milner-Gulland","24.6167","43.4167","www.fallingrain.com","689","3084","P000","tmcZWEm1300a_090a"
"loc37-tmc051117","BG","loc38-tmc051117","RO","?Pleven;?Bechet","trd","cd","maj","A000","B000","C000","nkn","d000dd","nkn","t000t","1300","1500","QC4","King 1985:224-225","24.6167","43.4167","www.fallingrain.com","23.95","43.7667","www.fallingrain.com","3084","3083","P000","tmcZWEm1300a_091a"
